id,year,title,runtime,rt_score,imdb_score,metacritic_score,budget,worldwide_gross,domestic_gross,international_gross,oscars_won,oscars_nominated,overview,url_poster,studio_id
3134,1968,Star!,,,,,,,,,0,7,,,
3135,1968,The Producers,,,,,,,,,1,2,,,
3136,1968,Isadora,,,,,,,,,0,1,,,
3137,1968,Funny Girl,,,,,,,,,1,8,,,
3138,1968,"Rachel, Rachel",,,,,,,,,0,4,,,
3139,1968,The Shoes of the Fisherman,,,,,,,,,0,2,,,
3140,1968,Ice Station Zebra,,,,,,,,,0,2,,,
3141,1968,A Few Notes on Our Food Problem,,,,,,,,,0,1,,,
3142,1968,Journey into Self,,,,,,,,,1,1,,,
3143,1968,The Legendary Champions,,,,,,,,,0,1,,,
3144,1968,Other Voices,,,,,,,,,0,1,,,
3145,1968,Young Americans,,,,,,,,,0,1,,,
3146,1968,The House That Ananda Built,,,,,,,,,0,1,,,
3147,1968,The Revolving Door,,,,,,,,,0,1,,,
3148,1968,A Space to Grow,,,,,,,,,0,1,,,
3149,1968,A Way Out of the Wilderness,,,,,,,,,0,1,,,
3150,1968,Why Man Creates,,,,,,,,,1,1,,,
3151,1968,Bullitt,,,,,,,,,1,2,,,
3152,1968,Wild in the Streets,,,,,,,,,0,1,,,
3153,1968,The Boys of Paul Street,,,,,,,,,0,1,,,
3154,1968,The Firemen's Ball,,,,,,,,,0,1,,,
3155,1968,The Girl with the Pistol,,,,,,,,,0,1,,,
3156,1968,Stolen Kisses,,,,,,,,,0,1,,,
3157,1968,The Fox,,,,,,,,,0,1,,,
3158,1968,The Thomas Crown Affair,,,,,,,,,1,2,,,
3159,1968,Finian's Rainbow,,,,,,,,,0,2,,,
3160,1968,The Young Girls of Rochefort,,,,,,,,,0,1,,,
3161,1968,Chitty Chitty Bang Bang,,,,,,,,,0,1,,,
3162,1968,For Love of Ivy,,,,,,,,,0,1,,,
3163,1968,The House That Jack Built,,,,,,,,,0,1,,,
3164,1968,The Magic Pear Tree,,,,,,,,,0,1,,,
3165,1968,Windy Day,,,,,,,,,0,1,,,
3166,1968,Winnie the Pooh and the Blustery Day,,,,,,,,,1,1,,,
3167,1968,The Dove,,,,,,,,,0,1,,,
3168,1968,Duo,,,,,,,,,0,1,,,
3169,1968,Prelude,,,,,,,,,0,1,,,
3170,1968,Robert Kennedy Remembered,,,,,,,,,1,1,,,
3171,1968,Hot Millions,,,,,,,,,0,1,,,
3172,1969,Anne of the Thousand Days,,,,,,,,,1,10,,,
3173,1969,The Reivers,,,,,,,,,0,2,,,
3174,1969,Bob & Carol & Ted & Alice,,,,,,,,,0,4,,,
3175,1969,Easy Rider,,,,,,,,,0,2,,,
3176,1969,"They Shoot Horses, Don't They?",,,,,,,,,1,9,,,
3177,1969,The Sterile Cuckoo,,,,,,,,,0,2,,,
3178,1969,The Happy Ending,,,,,,,,,0,2,,,
3179,1969,The Prime of Miss Jean Brodie,,,,,,,,,1,2,,,
3180,1969,Last Summer,,,,,,,,,0,1,,,
3181,1969,Cactus Flower,,,,,,,,,1,1,,,
3182,1969,"Gaily, Gaily",,,,,,,,,0,3,,,
3183,1969,"Hello, Dolly!",,,,,,,,,3,7,,,
3184,1969,Sweet Charity,,,,,,,,,0,3,,,
3185,1969,Marooned,,,,,,,,,1,3,,,
3186,1969,Alice's Restaurant,,,,,,,,,0,1,,,
3187,1969,Z,,,,,,,,,2,5,,,
3188,1969,Arthur Rubinstein - The Love of Life,,,,,,,,,1,1,,,
3189,1969,Before the Mountain Was Moved,,,,,,,,,0,1,,,
3190,1969,In the Year of the Pig,,,,,,,,,0,1,,,
3191,1969,The Olympics in Mexico,,,,,,,,,0,1,,,
3192,1969,The Wolf Men,,,,,,,,,0,1,,,
3193,1969,Czechoslovakia 1968,,,,,,,,,1,1,,,
3194,1969,An Impression of John Steinbeck: Writer,,,,,,,,,0,1,,,
3195,1969,Jenny Is a Good Thing,,,,,,,,,0,1,,,
3196,1969,Leo Beuerman,,,,,,,,,0,1,,,
3197,1969,The Magic Machines,,,,,,,,,1,2,,,
3198,1969,The Secret of Santa Vittoria,,,,,,,,,0,2,,,
3199,1969,Ådalen '31,,,,,,,,,0,1,,,
3200,1969,The Battle of Neretva,,,,,,,,,0,1,,,
3201,1969,My Night at Maud's,,,,,,,,,0,1,,,
3202,1969,Paint Your Wagon,,,,,,,,,0,1,,,
3203,1969,It's Tough to Be a Bird,,,,,,,,,1,1,,,
3204,1969,Of Men and Demons,,,,,,,,,0,1,,,
3205,1969,Walking,,,,,,,,,0,1,,,
3206,1969,Blake,,,,,,,,,0,1,,,
3207,1969,People Soup,,,,,,,,,0,1,,,
3208,1969,"Krakatoa, East of Java",,,,,,,,,0,1,,,
3209,1969,"Goodbye, Columbus",,,,,,,,,0,1,,,
3210,1969,The Damned,,,,,,,,,0,1,,,
3211,1970,I Never Sang for My Father,,,,,,,,,0,3,,,
3212,1970,The Great White Hope,,,,,,,,,0,2,,,
3213,1970,Five Easy Pieces,,,,,,,,,0,4,,,
3214,1970,Love Story,,,,,,,,,1,7,,,
3215,1970,Lovers and Other Strangers,,,,,,,,,1,3,,,
3216,1970,Little Big Man,,,,,,,,,0,1,,,
3217,1970,Ryan's Daughter,,,,,,,,,2,4,,,
3218,1970,Women in Love,,,,,,,,,1,4,,,
3219,1970,Diary of a Mad Housewife,,,,,,,,,0,1,,,
3220,1970,The Landlord,,,,,,,,,0,1,,,
3221,1970,Airport,,,,,,,,,1,10,,,
3222,1970,M*A*S*H,,,,,,,,,1,5,,,
3223,1970,The Molly Maguires,,,,,,,,,0,1,,,
3224,1970,Scrooge,,,,,,,,,0,4,,,
3225,1970,Tora! Tora! Tora!,,,,,,,,,1,5,,,
3226,1970,Cromwell,,,,,,,,,1,2,,,
3227,1970,Darling Lili,,,,,,,,,0,3,,,
3228,1970,The Hawaiians,,,,,,,,,0,1,,,
3229,1970,Fellini Satyricon,,,,,,,,,0,1,,,
3230,1970,Chariots of the Gods,,,,,,,,,0,1,,,
3231,1970,Jack Johnson,,,,,,,,,0,1,,,
3232,1970,King: A Filmed Record...Montgomery to Memphis,,,,,,,,,0,1,,,
3233,1970,Say Goodbye,,,,,,,,,0,1,,,
3234,1970,Woodstock,,,,,,,,,1,3,,,
3235,1970,The Gifts,,,,,,,,,0,1,,,
3236,1970,Interviews with My Lai Veterans,,,,,,,,,1,1,,,
3237,1970,A Long Way from Nowhere,,,,,,,,,0,1,,,
3238,1970,Oisin,,,,,,,,,0,1,,,
3239,1970,Time Is Running Out,,,,,,,,,0,1,,,
3240,1970,Hoa-Binh,,,,,,,,,0,1,,,
3241,1970,Investigation of a Citizen above Suspicion,,,,,,,,,1,1,,,
3242,1970,Paix Sur Les Champs,,,,,,,,,0,1,,,
3243,1970,Tristana,,,,,,,,,0,1,,,
3244,1970,Sunflower,,,,,,,,,0,1,,,
3245,1970,The Baby Maker,,,,,,,,,0,1,,,
3246,1970,A Boy Named Charlie Brown,,,,,,,,,0,1,,,
3247,1970,Let It Be,,,,,,,,,1,1,,,
3248,1970,Pieces of Dreams,,,,,,,,,0,1,,,
3249,1970,Madron,,,,,,,,,0,1,,,
3250,1970,The Further Adventures of Uncle Sam: Part Two,,,,,,,,,0,1,,,
3251,1970,Is It Always Right to Be Right?,,,,,,,,,1,1,,,
3252,1970,The Shepherd,,,,,,,,,0,1,,,
3253,1970,The Resurrection of Broncho Billy,,,,,,,,,1,1,,,
3254,1970,Shut Up...I'm Crying,,,,,,,,,0,1,,,
3255,1970,Sticky My Fingers...Fleet My Feet,,,,,,,,,0,1,,,
3256,1970,Joe,,,,,,,,,0,1,,,
3257,1971,Sunday Bloody Sunday,,,,,,,,,0,4,,,
3258,1971,Kotch,,,,,,,,,0,4,,,
3259,1971,The Hospital,,,,,,,,,1,2,,,
3260,1971,Sometimes a Great Notion,,,,,,,,,0,2,,,
3261,1971,McCabe & Mrs. Miller,,,,,,,,,0,1,,,
3262,1971,Klute,,,,,,,,,1,2,,,
3263,1971,"Mary, Queen of Scots",,,,,,,,,0,5,,,
3264,1971,Nicholas and Alexandra,,,,,,,,,2,6,,,
3265,1971,Carnal Knowledge,,,,,,,,,0,1,,,
3266,1971,Who Is Harry Kellerman and Why Is He Saying Those Terrible Things about Me?,,,,,,,,,0,1,,,
3267,1971,The Go-Between,,,,,,,,,0,1,,,
3268,1971,The Andromeda Strain,,,,,,,,,0,2,,,
3269,1971,Bedknobs and Broomsticks,,,,,,,,,1,5,,,
3270,1971,Summer of '42,,,,,,,,,1,4,,,
3271,1971,Death in Venice,,,,,,,,,0,1,,,
3272,1971,What's the Matter with Helen?,,,,,,,,,0,1,,,
3273,1971,Alaska Wilderness Lake,,,,,,,,,0,1,,,
3274,1971,The Hellstrom Chronicle,,,,,,,,,1,1,,,
3275,1971,On Any Sunday,,,,,,,,,0,1,,,
3276,1971,The RA Expeditions,,,,,,,,,0,1,,,
3277,1971,The Sorrow and the Pity,,,,,,,,,0,1,,,
3278,1971,Adventures in Perception,,,,,,,,,0,1,,,
3279,1971,Art Is...,,,,,,,,,0,1,,,
3280,1971,The Numbers Start with the River,,,,,,,,,0,1,,,
3281,1971,Sentinels of Silence,,,,,,,,,2,2,,,
3282,1971,Somebody Waiting,,,,,,,,,0,1,,,
3283,1971,Dodes'ka-Den,,,,,,,,,0,1,,,
3284,1971,The Emigrants,,,,,,,,,0,1,,,
3285,1971,The Garden of the Finzi Continis,,,,,,,,,1,2,,,
3286,1971,The Policeman,,,,,,,,,0,1,,,
3287,1971,Tchaikovsky,,,,,,,,,0,2,,,
3288,1971,Shaft,,,,,,,,,1,2,,,
3289,1971,Straw Dogs,,,,,,,,,0,1,,,
3290,1971,The Boy Friend,,,,,,,,,0,1,,,
3291,1971,Willy Wonka and the Chocolate Factory,,,,,,,,,0,1,,,
3292,1971,Bless the Beasts & Children,,,,,,,,,0,1,,,
3293,1971,The Crunch Bird,,,,,,,,,1,1,,,
3294,1971,Evolution,,,,,,,,,0,1,,,
3295,1971,The Selfish Giant,,,,,,,,,0,1,,,
3296,1971,Good Morning,,,,,,,,,0,1,,,
3297,1971,The Rehearsal,,,,,,,,,0,1,,,
3298,1971,Diamonds Are Forever,,,,,,,,,0,1,,,
3299,1971,When Dinosaurs Ruled the Earth,,,,,,,,,0,1,,,
3300,1971,The Conformist,,,,,,,,,0,1,,,
3301,1972,The Ruling Class,,,,,,,,,0,1,,,
3302,1972,Sounder,,,,,,,,,0,4,,,
3303,1972,The Heartbreak Kid,,,,,,,,,0,2,,,
3304,1972,Lady Sings the Blues,,,,,,,,,0,5,,,
3305,1972,Travels with My Aunt,,,,,,,,,1,4,,,
3306,1972,Butterflies Are Free,,,,,,,,,1,3,,,
3307,1972,Pete 'n' Tillie,,,,,,,,,0,2,,,
3308,1972,Fat City,,,,,,,,,0,1,,,
3309,1972,The Poseidon Adventure,,,,,,,,,2,9,,,
3310,1972,Young Winston,,,,,,,,,0,3,,,
3311,1972,1776,,,,,,,,,0,1,,,
3312,1972,Ape and Super-Ape,,,,,,,,,0,1,,,
3313,1972,Manson,,,,,,,,,0,1,,,
3314,1972,Marjoe,,,,,,,,,1,1,,,
3315,1972,The Silent Revolution,,,,,,,,,0,1,,,
3316,1972,Hundertwasser's Rainy Day,,,,,,,,,0,1,,,
3317,1972,K-Z,,,,,,,,,0,1,,,
3318,1972,Selling Out,,,,,,,,,0,1,,,
3319,1972,This Tiny World,,,,,,,,,1,1,,,
3320,1972,The Tide of Traffic,,,,,,,,,0,1,,,
3321,1972,The Hot Rock,,,,,,,,,0,1,,,
3322,1972,The Dawns Here Are Quiet,,,,,,,,,0,1,,,
3323,1972,The Discreet Charm of the Bourgeoisie,,,,,,,,,1,2,,,
3324,1972,I Love You Rosa,,,,,,,,,0,1,,,
3325,1972,My Dearest Señorita,,,,,,,,,0,1,,,
3326,1972,The New Land,,,,,,,,,0,1,,,
3327,1972,images,,,,,,,,,0,1,,,
3328,1972,Limelight,,,,,,,,,1,1,,,
3329,1972,Napoleon and Samantha,,,,,,,,,0,1,,,
3330,1972,Man of La Mancha,,,,,,,,,0,1,,,
3331,1972,Ben,,,,,,,,,0,1,,,
3332,1972,The Little Ark,,,,,,,,,0,1,,,
3333,1972,The Life and Times of Judge Roy Bean,,,,,,,,,0,1,,,
3334,1972,The Stepmother,,,,,,,,,0,1,,,
3335,1972,A Christmas Carol,,,,,,,,,1,1,,,
3336,1972,Kama Sutra Rides Again,,,,,,,,,0,1,,,
3337,1972,Tup Tup,,,,,,,,,0,1,,,
3338,1972,Frog Story,,,,,,,,,0,1,,,
3339,1972,Norman Rockwell's World...An American Dream,,,,,,,,,1,1,,,
3340,1972,Solo,,,,,,,,,0,1,,,
3341,1972,The Candidate,,,,,,,,,1,2,,,
3342,1972,Murmur of the Heart,,,,,,,,,0,1,,,
3343,1973,Last Tango in Paris,,,,,,,,,0,2,,,
3344,1973,Save the Tiger,,,,,,,,,1,3,,,
3345,1973,The Last Detail,,,,,,,,,0,3,,,
3346,1973,Bang the Drum Slowly,,,,,,,,,0,1,,,
3347,1973,The Paper Chase,,,,,,,,,1,3,,,
3348,1973,A Touch of Class,,,,,,,,,1,5,,,
3349,1973,Cinderella Liberty,,,,,,,,,0,3,,,
3350,1973,The Way We Were,,,,,,,,,2,6,,,
3351,1973,"Summer Wishes, Winter Dreams",,,,,,,,,0,2,,,
3352,1973,American Graffiti,,,,,,,,,0,5,,,
3353,1973,Brother Sun Sister Moon,,,,,,,,,0,1,,,
3354,1973,Tom Sawyer,,,,,,,,,0,3,,,
3355,1973,Cries and Whispers,,,,,,,,,1,5,,,
3356,1973,Jonathan Livingston Seagull,,,,,,,,,0,2,,,
3357,1973,Ludwig,,,,,,,,,0,1,,,
3358,1973,Always a New Beginning,,,,,,,,,0,1,,,
3359,1973,Battle of Berlin,,,,,,,,,0,1,,,
3360,1973,The Great American Cowboy,,,,,,,,,1,1,,,
3361,1973,Journey to the Outer Limits,,,,,,,,,0,1,,,
3362,1973,Walls of Fire,,,,,,,,,0,1,,,
3363,1973,Background,,,,,,,,,0,1,,,
3364,1973,Children at Work (Paisti Ag Obair),,,,,,,,,0,1,,,
3365,1973,Christo's Valley Curtain,,,,,,,,,0,1,,,
3366,1973,Four Stones for Kanemitsu,,,,,,,,,0,1,,,
3367,1973,Princeton: A Search for Answers,,,,,,,,,1,1,,,
3368,1973,Day for Night,,,,,,,,,1,1,,,
3369,1973,The House on Chelouche Street,,,,,,,,,0,1,,,
3370,1973,L'Invitation,,,,,,,,,0,1,,,
3371,1973,The Pedestrian,,,,,,,,,0,1,,,
3372,1973,Turkish Delight,,,,,,,,,0,1,,,
3373,1973,The Day of the Dolphin,,,,,,,,,0,2,,,
3374,1973,Jesus Christ Superstar,,,,,,,,,0,1,,,
3375,1973,Live and Let Die,,,,,,,,,0,1,,,
3376,1973,Robin Hood,,,,,,,,,0,1,,,
3377,1973,Frank Film,,,,,,,,,1,1,,,
3378,1973,The Legend of John Henry,,,,,,,,,0,1,,,
3379,1973,Pulcinella,,,,,,,,,0,1,,,
3380,1973,The Bolero,,,,,,,,,1,1,,,
3381,1973,Clockmaker,,,,,,,,,0,1,,,
3382,1973,Life Times Nine,,,,,,,,,0,1,,,
3383,1974,Harry and Tonto,,,,,,,,,1,2,,,
3384,1974,Murder on the Orient Express,,,,,,,,,1,6,,,
3385,1974,Lenny,,,,,,,,,0,6,,,
3386,1974,The Godfather Part II,,,,,,,,,6,11,,,
3387,1974,The Towering Inferno,,,,,,,,,3,8,,,
3388,1974,Thunderbolt and Lightfoot,,,,,,,,,0,1,,,
3389,1974,Alice Doesn't Live Here Anymore,,,,,,,,,1,3,,,
3390,1974,Claudine,,,,,,,,,0,1,,,
3391,1974,A Woman under the Influence,,,,,,,,,0,2,,,
3392,1974,Earthquake,,,,,,,,,2,5,,,
3393,1974,The Island at the Top of the World,,,,,,,,,0,1,,,
3394,1974,Daisy Miller,,,,,,,,,0,1,,,
3395,1974,The Great Gatsby,,,,,,,,,2,2,,,
3396,1974,Antonia: A Portrait of the Woman,,,,,,,,,0,1,,,
3397,1974,The Challenge...A Tribute to Modern Art,,,,,,,,,0,1,,,
3398,1974,The 81st Blow,,,,,,,,,0,1,,,
3399,1974,Hearts and Minds,,,,,,,,,1,1,,,
3400,1974,The Wild and the Brave,,,,,,,,,0,1,,,
3401,1974,City Out of Wilderness,,,,,,,,,0,1,,,
3402,1974,Don't,,,,,,,,,1,1,,,
3403,1974,Exploratorium,,,,,,,,,0,1,,,
3404,1974,John Muir's High Sierra,,,,,,,,,0,1,,,
3405,1974,Naked Yoga,,,,,,,,,0,1,,,
3406,1974,The Longest Yard,,,,,,,,,0,1,,,
3407,1974,Cats' Play,,,,,,,,,0,1,,,
3408,1974,The Deluge,,,,,,,,,0,1,,,
3409,1974,"Lacombe, Lucien",,,,,,,,,0,1,,,
3410,1974,The Truce,,,,,,,,,0,1,,,
3411,1974,Shanks,,,,,,,,,0,1,,,
3412,1974,The Little Prince,,,,,,,,,0,2,,,
3413,1974,Phantom of the Paradise,,,,,,,,,0,1,,,
3414,1974,Benji,,,,,,,,,0,1,,,
3415,1974,Gold,,,,,,,,,0,1,,,
3416,1974,Closed Mondays,,,,,,,,,1,1,,,
3417,1974,The Family That Dwelt Apart,,,,,,,,,0,1,,,
3418,1974,Hunger,,,,,,,,,0,1,,,
3419,1974,Voyage to Next,,,,,,,,,0,1,,,
3420,1974,Winnie the Pooh and Tigger Too,,,,,,,,,0,1,,,
3421,1974,Climb,,,,,,,,,0,1,,,
3422,1974,One-Eyed Men Are Kings,,,,,,,,,1,1,,,
3423,1974,Planet Ocean,,,,,,,,,0,1,,,
3424,1974,The Violin,,,,,,,,,0,1,,,
3425,1974,The Apprenticeship of Duddy Kravitz,,,,,,,,,0,1,,,
3426,1975,The Sunshine Boys,,,,,,,,,1,4,,,
3427,1975,One Flew over the Cuckoo's Nest,,,,,,,,,5,9,,,
3428,1975,The Man in the Glass Booth,,,,,,,,,0,1,,,
3429,1975,"Give 'em Hell, Harry!",,,,,,,,,0,1,,,
3430,1975,The Day of the Locust,,,,,,,,,0,2,,,
3431,1975,Shampoo,,,,,,,,,1,4,,,
3432,1975,The Story of Adele H.,,,,,,,,,0,1,,,
3433,1975,Tommy,,,,,,,,,0,2,,,
3434,1975,Hedda,,,,,,,,,0,1,,,
3435,1975,Hester Street,,,,,,,,,0,1,,,
3436,1975,Nashville,,,,,,,,,1,5,,,
3437,1975,"Farewell, My Lovely",,,,,,,,,0,1,,,
3438,1975,Jacqueline Susann's Once Is Not Enough,,,,,,,,,0,1,,,
3439,1975,The Hindenburg,,,,,,,,,2,5,,,
3440,1975,Funny Lady,,,,,,,,,0,5,,,
3441,1975,The Four Musketeers,,,,,,,,,0,1,,,
3442,1975,The Magic Flute,,,,,,,,,0,1,,,
3443,1975,The California Reich,,,,,,,,,0,1,,,
3444,1975,Fighting for Our Lives,,,,,,,,,0,1,,,
3445,1975,The Incredible Machine,,,,,,,,,0,1,,,
3446,1975,The Man Who Skied down Everest,,,,,,,,,1,1,,,
3447,1975,The Other Half of the Sky: A China Memoir,,,,,,,,,0,1,,,
3448,1975,Arthur and Lillie,,,,,,,,,0,1,,,
3449,1975,The End of the Game,,,,,,,,,1,1,,,
3450,1975,Millions of Years Ahead of Man,,,,,,,,,0,1,,,
3451,1975,Probes in Space,,,,,,,,,0,1,,,
3452,1975,Whistling Smith,,,,,,,,,0,1,,,
3453,1975,Three Days of the Condor,,,,,,,,,0,1,,,
3454,1975,Dersu Uzala,,,,,,,,,1,1,,,
3455,1975,Land of Promise,,,,,,,,,0,1,,,
3456,1975,Letters from Marusia,,,,,,,,,0,1,,,
3457,1975,Sandakan No. 8,,,,,,,,,0,1,,,
3458,1975,"Birds Do It, Bees Do It",,,,,,,,,0,1,,,
3459,1975,Bite the Bullet,,,,,,,,,0,2,,,
3460,1975,The Wind and the Lion,,,,,,,,,0,2,,,
3461,1975,Whiffs,,,,,,,,,0,1,,,
3462,1975,The Other Side of the Mountain,,,,,,,,,0,1,,,
3463,1975,Mahogany,,,,,,,,,0,1,,,
3464,1975,Great,,,,,,,,,1,1,,,
3465,1975,Kick Me,,,,,,,,,0,1,,,
3466,1975,Monsieur Pointu,,,,,,,,,0,1,,,
3467,1975,Sisyphus,,,,,,,,,0,1,,,
3468,1975,Angel and Big Joe,,,,,,,,,1,1,,,
3469,1975,Conquest of Light,,,,,,,,,0,1,,,
3470,1975,Dawn Flight,,,,,,,,,0,1,,,
3471,1975,A Day in the Life of Bonnie Consolo,,,,,,,,,0,1,,,
3472,1975,Doubletalk,,,,,,,,,0,1,,,
3473,1975,And Now My Love,,,,,,,,,0,1,,,
3474,1975,Lies My Father Told Me,,,,,,,,,0,1,,,
3475,1976,Seven Beauties,,,,,,,,,0,4,,,
3476,1976,Marathon Man,,,,,,,,,0,1,,,
3477,1976,"Cousin, Cousine",,,,,,,,,0,3,,,
3478,1976,Face to Face,,,,,,,,,0,2,,,
3479,1976,Voyage of the Damned,,,,,,,,,0,3,,,
3480,1976,The Incredible Sarah,,,,,,,,,0,2,,,
3481,1976,The Last Tycoon,,,,,,,,,0,1,,,
3482,1976,Logan's Run,,,,,,,,,1,3,,,
3483,1976,The Shootist,,,,,,,,,0,1,,,
3484,1976,Bound for Glory,,,,,,,,,2,6,,,
3485,1976,Fellini's Casanova,,,,,,,,,1,2,,,
3486,1976,The Passover Plot,,,,,,,,,0,1,,,
3487,1976,The Seven-per-cent Solution,,,,,,,,,0,2,,,
3488,1976,"Harlan County, U.S.A.",,,,,,,,,1,1,,,
3489,1976,Hollywood on Trial,,,,,,,,,0,1,,,
3490,1976,Off the Edge,,,,,,,,,0,1,,,
3491,1976,People of the Wind,,,,,,,,,0,1,,,
3492,1976,Volcano:  An Inquiry into the Life and Death of Malcolm Lowry,,,,,,,,,0,1,,,
3493,1976,American Shoeshine,,,,,,,,,0,1,,,
3494,1976,Blackwood,,,,,,,,,0,1,,,
3495,1976,The End of the Road,,,,,,,,,0,1,,,
3496,1976,Number Our Days,,,,,,,,,1,1,,,
3497,1976,Two-Minute Warning,,,,,,,,,0,1,,,
3498,1976,Black and White in Color,,,,,,,,,1,1,,,
3499,1976,"Jacob, the Liar",,,,,,,,,0,1,,,
3500,1976,Nights and Days,,,,,,,,,0,1,,,
3501,1976,Obsession,,,,,,,,,0,1,,,
3502,1976,The Omen,,,,,,,,,1,2,,,
3503,1976,Bugsy Malone,,,,,,,,,0,1,,,
3504,1976,Half a House,,,,,,,,,0,1,,,
3505,1976,The Pink Panther Strikes Again,,,,,,,,,0,1,,,
3506,1976,Dedalo,,,,,,,,,0,1,,,
3507,1976,Leisure,,,,,,,,,1,1,,,
3508,1976,The Street,,,,,,,,,0,1,,,
3509,1976,In the Region of Ice,,,,,,,,,1,1,,,
3510,1976,Kudzu,,,,,,,,,0,1,,,
3511,1976,The Morning Spider,,,,,,,,,0,1,,,
3512,1976,Nightlife,,,,,,,,,0,1,,,
3513,1976,Number One,,,,,,,,,0,1,,,
3514,1976,Silver Streak,,,,,,,,,0,1,,,
3515,1976,The Front,,,,,,,,,0,1,,,
3516,1977,Equus,,,,,,,,,0,3,,,
3517,1977,The Goodbye Girl,,,,,,,,,1,5,,,
3518,1977,A Special Day,,,,,,,,,0,2,,,
3519,1977,Saturday Night Fever,,,,,,,,,0,1,,,
3520,1977,The Turning Point,,,,,,,,,0,11,,,
3521,1977,Julia,,,,,,,,,3,11,,,
3522,1977,Looking for Mr. Goodbar,,,,,,,,,0,2,,,
3523,1977,Airport '77,,,,,,,,,0,2,,,
3524,1977,The Spy Who Loved Me,,,,,,,,,0,3,,,
3525,1977,Islands in the Stream,,,,,,,,,0,1,,,
3526,1977,A Little Night Music,,,,,,,,,1,2,,,
3527,1977,The Other Side of Midnight,,,,,,,,,0,1,,,
3528,1977,The Children of Theatre Street,,,,,,,,,0,1,,,
3529,1977,High Grass Circus,,,,,,,,,0,1,,,
3530,1977,Homage to Chagall--The Colours of Love,,,,,,,,,0,1,,,
3531,1977,Union Maids,,,,,,,,,0,1,,,
3532,1977,Who Are the DeBolts? And Where Did They Get Nineteen Kids?,,,,,,,,,1,1,,,
3533,1977,"Agueda Martinez: Our People, Our Country",,,,,,,,,0,1,,,
3534,1977,First Edition,,,,,,,,,0,1,,,
3535,1977,Gravity Is My Enemy,,,,,,,,,1,1,,,
3536,1977,"Of Time, Tombs and Treasure",,,,,,,,,0,1,,,
3537,1977,The Shetland Experience,,,,,,,,,0,1,,,
3538,1977,Smokey and the Bandit,,,,,,,,,0,1,,,
3539,1977,Iphigenia,,,,,,,,,0,1,,,
3540,1977,Madame Rosa,,,,,,,,,1,1,,,
3541,1977,Operation Thunderbolt,,,,,,,,,0,1,,,
3542,1977,That Obscure Object of Desire,,,,,,,,,0,2,,,
3543,1977,Mohammad - Messenger of God,,,,,,,,,0,1,,,
3544,1977,Pete's Dragon,,,,,,,,,0,2,,,
3545,1977,The Slipper and the Rose--The Story of Cinderella,,,,,,,,,0,2,,,
3546,1977,The Rescuers,,,,,,,,,0,1,,,
3547,1977,You Light Up My Life,,,,,,,,,1,1,,,
3548,1977,The Bead Game,,,,,,,,,0,1,,,
3549,1977,The Doonesbury Special,,,,,,,,,0,1,,,
3550,1977,Jimmy the C,,,,,,,,,0,1,,,
3551,1977,The Sand Castle,,,,,,,,,1,1,,,
3552,1977,The Absent-Minded Waiter,,,,,,,,,0,1,,,
3553,1977,Floating Free,,,,,,,,,0,1,,,
3554,1977,I'll Find a Way,,,,,,,,,1,1,,,
3555,1977,Notes on the Popular Arts,,,,,,,,,0,1,,,
3556,1977,Spaceborne,,,,,,,,,0,1,,,
3557,1977,The Deep,,,,,,,,,0,1,,,
3558,1977,Sorcerer,,,,,,,,,0,1,,,
3559,1977,I Never Promised You a Rose Garden,,,,,,,,,0,1,,,
3560,1977,"Oh, God!",,,,,,,,,0,1,,,
3561,1977,The Late Show,,,,,,,,,0,1,,,
3562,1978,The Buddy Holly Story,,,,,,,,,1,3,,,
3563,1978,The Boys from Brazil,,,,,,,,,0,3,,,
3564,1978,Coming Home,,,,,,,,,3,8,,,
3565,1978,Comes a Horseman,,,,,,,,,0,1,,,
3566,1978,Autumn Sonata,,,,,,,,,0,2,,,
3567,1978,"Same Time, Next Year",,,,,,,,,0,4,,,
3568,1978,An Unmarried Woman,,,,,,,,,0,3,,,
3569,1978,Interiors,,,,,,,,,0,5,,,
3570,1978,California Suite,,,,,,,,,1,3,,,
3571,1978,The Brink's Job,,,,,,,,,0,1,,,
3572,1978,The Wiz,,,,,,,,,0,4,,,
3573,1978,Caravans,,,,,,,,,0,1,,,
3574,1978,Death on the Nile,,,,,,,,,1,1,,,
3575,1978,The Swarm,,,,,,,,,0,1,,,
3576,1978,The Lovers' Wind,,,,,,,,,0,1,,,
3577,1978,Mysterious Castles of Clay,,,,,,,,,0,1,,,
3578,1978,Raoni,,,,,,,,,0,1,,,
3579,1978,Scared Straight!,,,,,,,,,1,1,,,
3580,1978,With Babies and Banners: Story of the Women's Emergency Brigade,,,,,,,,,0,1,,,
3581,1978,The Divided Trail: A Native American Odyssey,,,,,,,,,0,1,,,
3582,1978,An Encounter with Faces,,,,,,,,,0,1,,,
3583,1978,The Flight of the Gossamer Condor,,,,,,,,,1,1,,,
3584,1978,Goodnight Miss Ann,,,,,,,,,0,1,,,
3585,1978,Squires of San Quentin,,,,,,,,,0,1,,,
3586,1978,Get Out Your Handkerchiefs,,,,,,,,,1,1,,,
3587,1978,The Glass Cell,,,,,,,,,0,1,,,
3588,1978,Hungarians,,,,,,,,,0,1,,,
3589,1978,Viva Italia!,,,,,,,,,0,1,,,
3590,1978,White Bim Black Ear,,,,,,,,,0,1,,,
